Category,Team/All_Teams,Place,Player,Record,Last_Year
Rushing Yards,28,5,104,224,2015
Rushing Yards,28,6,3211,153,2017
Rushing Yards,28,7,1069,141,2017
Rushing Yards,28,8,94,99,2017
Rushing Yards,28,9,2456,65,2016
Rushing Yards,28,10,2446,36,2016
Rushing Yards,28,11,269,14,2014
Rushing Yards,28,12,547,9,2017
Rushing Yards,28,13,452,6,2016
Rushing Yards,28,14,1362,4,2014
Rushing Yards,28,15,753,4,2016
Rushing Yards,28,16,499,3,2014
Rushing Yards,28,17,3361,2,2017
Yards per Carry,28,0,1739,399,2017
Rushing Touchdowns,28,0,1739,30,2017
Rushing Touchdowns,28,1,4075,6,2017
Rushing Touchdowns,28,2,1397,3,2014
Rushing Touchdowns,28,3,1069,2,2017
Rushing Touchdowns,28,4,971,1,2015
Rushing Touchdowns,28,5,2446,1,2016
Rushing Touchdowns,28,6,2456,1,2016
Rushing Touchdowns,28,7,1573,1,2017
100 Yards Rushing,28,0,1739,17,2017
100 Yards Rushing,28,1,1397,1,2014
Receptions,28,0,547,378,2017
Receptions,28,1,1739,244,2017
Receptions,28,2,1573,121,2017
Receptions,28,3,452,108,2016
Receptions,28,4,1434,82,2015
Receptions,28,5,714,58,2017
Receptions,28,6,499,51,2014
Receptions,28,7,1546,48,2016
Receptions,28,8,3361,44,2017
Receptions,28,9,1442,35,2016
Receptions,28,10,5103,28,2017
Receptions,28,11,1593,26,2017
Receptions,28,12,4075,26,2017
Receptions,28,13,1816,24,2016
Receptions,28,14,1686,20,2015
Receptions,28,15,753,17,2016
Receptions,28,16,89,14,2014
Receptions,28,17,971,11,2015
Receptions,28,18,3350,11,2017
Receptions,28,19,2456,10,2016
Receptions,28,20,1397,9,2014
Receptions,28,21,1585,8,2017
Receptions,28,22,2026,7,2014
Receptions,28,23,457,6,2017
Receptions,28,24,1069,6,2017
Receptions,28,25,3437,5,2015
Receptions,28,26,1362,2,2014
Receptions,28,27,1731,2,2016
Receptions,28,28,2446,2,2016
Receiving Yards,28,0,547,4992,2017
Receiving Yards,28,1,1739,2115,2017
Receiving Yards,28,2,452,1306,2016
Receiving Yards,28,3,1573,884,2017
Receiving Yards,28,4,499,740,2014
Receiving Yards,28,5,1434,734,2015
Receiving Yards,28,6,714,586,2017
Receiving Yards,28,7,1442,465,2016
Receiving Yards,28,8,1546,429,2016
Receiving Yards,28,9,3361,339,2017
Receiving Yards,28,10,1816,325,2016
Receiving Yards,28,11,1686,317,2015
Receiving Yards,28,12,1593,312,2017
Receiving Yards,28,13,5103,272,2017
Receiving Yards,28,14,4075,213,2017
Receiving Yards,28,15,753,164,2016
Receiving Yards,28,16,1585,128,2017
Receiving Yards,28,17,89,113,2014
Receiving Yards,28,18,2456,96,2016
Receiving Yards,28,19,3350,86,2017
Receiving Yards,28,20,1397,74,2014
Receiving Yards,28,21,457,74,2017
Receiving Yards,28,22,3437,57,2015
Receiving Yards,28,23,971,48,2015
Receiving Yards,28,24,2026,45,2014
Receiving Yards,28,25,1069,26,2017
Receiving Yards,28,26,1731,23,2016
Receiving Yards,28,27,1362,4,2014
Yards per Reception,28,0,547,1321,2017
Yards per Reception,28,1,452,1209,2016
Yards per Reception,28,2,1739,867,2017
Yards per Reception,28,3,1573,731,2017
Receiving Touchdowns,28,0,547,31,2017
Receiving Touchdowns,28,1,452,9,2016
Receiving Touchdowns,28,2,1573,9,2017
Receiving Touchdowns,28,3,1739,7,2017
Receiving Touchdowns,28,4,714,5,2017
Receiving Touchdowns,28,5,1434,4,2015
Receiving Touchdowns,28,6,499,3,2014
Receiving Touchdowns,28,7,1816,3,2016
Receiving Touchdowns,28,8,4075,3,2017
Receiving Touchdowns,28,9,89,2,2014
Receiving Touchdowns,28,10,1686,2,2015
Receiving Touchdowns,28,11,3437,1,2015
Receiving Touchdowns,28,12,753,1,2016
Receiving Touchdowns,28,13,1442,1,2016
Receiving Touchdowns,28,14,1546,1,2016
Receiving Touchdowns,28,15,2456,1,2016
Receiving Touchdowns,28,16,1069,1,2017
Receiving Touchdowns,28,17,1593,1,2017
Receiving Touchdowns,28,18,3361,1,2017
Targeted Passes,28,0,547,570,2017
Targeted Passes,28,1,1739,315,2017
Targeted Passes,28,2,452,159,2016
Targeted Passes,28,3,1573,156,2017
Targeted Passes,28,4,1434,128,2015
Targeted Passes,28,5,499,93,2014
Targeted Passes,28,6,714,93,2017
Targeted Passes,28,7,1546,68,2016
Targeted Passes,28,8,3361,67,2017
Targeted Passes,28,9,1442,58,2016
Targeted Passes,28,10,5103,42,2017
Targeted Passes,28,11,1816,40,2016
Targeted Passes,28,12,1593,40,2017
Targeted Passes,28,13,1686,31,2015
Targeted Passes,28,14,4075,30,2017
Targeted Passes,28,15,753,27,2016
Targeted Passes,28,16,89,25,2014
Targeted Passes,28,17,3350,17,2017
Targeted Passes,28,18,971,15,2015
Targeted Passes,28,19,2456,14,2016
Targeted Passes,28,20,1397,12,2014
Targeted Passes,28,21,2026,11,2014
Targeted Passes,28,22,3437,8,2015
Targeted Passes,28,23,1069,8,2017
Targeted Passes,28,24,1585,8,2017
Targeted Passes,28,25,457,7,2017
Targeted Passes,28,26,1764,4,2014
Targeted Passes,28,27,1731,3,2016
Targeted Passes,28,28,2446,3,2016
Targeted Passes,28,29,1362,2,2014
Passes Dropped,28,0,547,21,2017
Passes Dropped,28,1,452,9,2016
Passes Dropped,28,2,1739,9,2017
Passes Dropped,28,3,1434,8,2015
Passes Dropped,28,4,499,7,2014
Passes Dropped,28,5,714,6,2017
Passes Dropped,28,6,1573,5,2017
Passes Dropped,28,7,1816,3,2016
Passes Dropped,28,8,1686,2,2015
Passes Dropped,28,9,1442,2,2016
Passes Dropped,28,10,1593,2,2017
Passes Dropped,28,11,3361,2,2017
Passes Dropped,28,12,4075,2,2017
Passes Dropped,28,13,1764,1,2014
Passes Dropped,28,14,2026,1,2014
Passes Dropped,28,15,3437,1,2015
Passes Dropped,28,16,1546,1,2016
Passes Dropped,28,17,457,1,2017
Passes Dropped,28,18,5103,1,2017
100 Yards Receiving,28,0,547,17,2017
100 Yards Receiving,28,1,499,2,2014
100 Yards Receiving,28,2,452,1,2016
100 Yards Receiving,28,3,714,1,2017
Interceptions,28,0,1519,20,2017
Interceptions,28,1,1289,17,2017
Interceptions,28,2,445,13,2017
Interceptions,28,3,1780,4,2017
Interceptions,28,4,1014,2,2015
Interceptions,28,5,2308,2,2016
Interceptions,28,6,1024,2,2017
Interceptions,28,7,1787,2,2017
Interceptions,28,8,99,1,2014
Interceptions,28,9,368,1,2015
Interceptions,28,10,385,1,2017
Interceptions,28,11,865,1,2017
Interceptions,28,12,1340,1,2017
Pass Defense Percentage,28,0,445,816,2017
Pass Defense Percentage,28,1,1519,810,2017
Pass Defense Percentage,28,2,1289,806,2017
Pass Defense Percentage,28,3,1014,783,2015
Pass Defense Percentage,28,4,385,765,2017
Tackles,28,0,1787,374,2017
Tackles,28,1,445,317,2017
Tackles,28,2,385,235,2017
Tackles,28,3,1289,219,2017
Tackles,28,4,1519,206,2017
Tackles,28,5,1232,145,2017
Tackles,28,6,650,140,2017
Tackles,28,7,291,133,2017
Tackles,28,8,1032,128,2017
Tackles,28,9,99,81,2014
Tackles,28,10,3004,81,2017
Tackles,28,11,368,80,2015
Tackles,28,12,871,65,2015
Tackles,28,13,410,64,2015
Tackles,28,14,302,63,2016
Tackles,28,15,1780,63,2017
Tackles,28,16,1014,62,2015
Tackles,28,17,1024,56,2017
Tackles,28,18,659,52,2014
Tackles,28,19,1679,45,2015
Tackles,28,20,1398,39,2017
Tackles,28,21,2308,37,2016
Tackles,28,22,1340,32,2017
Tackles,28,23,1415,31,2016
Tackles,28,24,2877,24,2017
Tackles,28,25,239,23,2014
Tackles,28,26,3152,23,2016
Tackles,28,27,3030,23,2017
Tackles,28,28,2929,22,2015
Tackles,28,29,400,19,2015
Tackles,28,30,2987,19,2015
Tackles,28,31,1341,18,2015
Tackles,28,32,603,18,2016
Tackles,28,33,865,18,2017
Tackles,28,34,1493,16,2017
Tackles,28,35,12,14,2014
Tackles,28,36,1507,14,2016
Tackles,28,37,1405,11,2015
Tackles,28,38,547,11,2017
Tackles,28,39,1434,9,2015
Tackles,28,40,1495,9,2017
Tackles,28,41,1739,9,2017
Tackles,28,42,1573,6,2017
Tackles,28,43,104,5,2015
Tackles,28,44,1303,5,2016
Tackles,28,45,452,4,2016
Tackles,28,46,3795,3,2015
Tackles,28,47,1816,3,2016
Tackles,28,48,5103,3,2017
Tackles,28,49,89,2,2014
Tackles,28,50,753,2,2016
Tackles,28,51,1546,2,2016
Tackles,28,52,1669,2,2016
Tackles,28,53,2668,2,2016
Tackles,28,54,3211,2,2017
Tackles,28,55,3350,2,2017
Tackles,28,56,499,1,2014
Tackles,28,57,1346,1,2014
Tackles,28,58,1764,1,2014
Tackles,28,59,971,1,2015
Tackles,28,60,507,1,2016
Tackles,28,61,2094,1,2016
Tackles,28,62,2446,1,2016
Tackles,28,63,94,1,2017
Tackles,28,64,1593,1,2017
Tackles,28,65,3361,1,2017
Tackles,28,66,3531,1,2017
Tackles,28,67,4075,1,2017
Tackles,28,68,4675,1,2017
Assists,28,0,1787,120,2017
Assists,28,1,445,99,2017
Assists,28,2,385,93,2017
Assists,28,3,650,56,2017
Assists,28,4,1289,54,2017
Assists,28,5,291,53,2017
Assists,28,6,1032,52,2017
Assists,28,7,1232,51,2017
Assists,28,8,1519,41,2017
Assists,28,9,1780,32,2017
Assists,28,10,99,27,2014
Assists,28,11,302,25,2016
Assists,28,12,871,24,2015
Assists,28,13,410,22,2015
Assists,28,14,3004,22,2017
Assists,28,15,368,21,2015
Assists,28,16,1679,21,2015
Assists,28,17,1024,20,2017
Assists,28,18,1415,17,2016
Assists,28,19,1014,15,2015
Assists,28,20,1340,15,2017
Assists,28,21,1398,13,2017
Assists,28,22,659,9,2014
Assists,28,23,1341,9,2015
Assists,28,24,2929,7,2015
Assists,28,25,603,7,2016
Assists,28,26,2308,6,2016
Assists,28,27,1495,6,2017
Assists,28,28,2877,6,2017
Assists,28,29,12,5,2014
Assists,28,30,400,5,2015
Assists,28,31,2987,5,2015
Assists,28,32,1303,5,2016
Assists,28,33,1507,5,2016
Assists,28,34,3152,5,2016
Assists,28,35,1493,5,2017
Assists,28,36,1405,4,2015
Assists,28,37,865,4,2017
Assists,28,38,3030,4,2017
Assists,28,39,239,3,2014
Assists,28,40,1572,3,2015
Assists,28,41,4574,1,2017
Sacks,28,0,1232,285,2017
Sacks,28,1,650,255,2017
Sacks,28,2,291,205,2017
Sacks,28,3,1032,190,2017
Sacks,28,4,1780,90,2017
Sacks,28,5,871,80,2015
Sacks,28,6,99,45,2014
Sacks,28,7,410,45,2015
Sacks,28,8,2929,45,2015
Sacks,28,9,2877,45,2017
Sacks,28,10,1787,40,2017
Sacks,28,11,302,35,2016
Sacks,28,12,1415,35,2016
Sacks,28,13,1303,25,2016
Sacks,28,14,368,20,2015
Sacks,28,15,1507,20,2016
Sacks,28,16,385,20,2017
Sacks,28,17,12,15,2014
Sacks,28,18,445,15,2017
Sacks,28,19,1341,10,2015
Sacks,28,20,1024,10,2017
Sacks,28,21,1493,10,2017
Sacks,28,22,1519,10,2017
Sacks,28,23,3030,10,2017
Sacks,28,24,1014,5,2015
Sacks,28,25,1289,5,2017
Hurries,28,0,1232,67,2017
Hurries,28,1,650,49,2017
Hurries,28,2,1032,47,2017
Hurries,28,3,1780,31,2017
Hurries,28,4,291,18,2017
Hurries,28,5,871,17,2015
Hurries,28,6,302,10,2016
Hurries,28,7,1415,8,2016
Hurries,28,8,2929,7,2015
Hurries,28,9,410,5,2015
Hurries,28,10,1303,5,2016
Hurries,28,11,2877,5,2017
Hurries,28,12,1507,3,2016
Hurries,28,13,1493,3,2017
Hurries,28,14,1787,3,2017
Hurries,28,15,12,2,2014
Hurries,28,16,445,2,2017
Hurries,28,17,385,1,2017
Hurries,28,18,1024,1,2017
Hurries,28,19,1289,1,2017
Hurries,28,20,3004,1,2017
Hurries,28,21,3030,1,2017
Blocked Passes,28,0,1232,18,2017
Blocked Passes,28,1,1032,13,2017
Blocked Passes,28,2,1780,10,2017
Blocked Passes,28,3,871,8,2015
Blocked Passes,28,4,650,6,2017
Blocked Passes,28,5,302,4,2016
Blocked Passes,28,6,291,4,2017
Blocked Passes,28,7,1415,3,2016
Blocked Passes,28,8,2877,2,2017
Blocked Passes,28,9,3030,2,2017
Blocked Passes,28,10,12,1,2014
Blocked Passes,28,11,99,1,2014
Blocked Passes,28,12,1303,1,2016
Blocked Passes,28,13,445,1,2017
Field Goals,28,0,630,91,2016
Field Goals,28,1,5282,22,2017
Key Run Blocks,28,0,3531,79,2017
Key Run Blocks,28,1,2668,51,2016
Key Run Blocks,28,2,1573,50,2017
Key Run Blocks,28,3,336,33,2015
Key Run Blocks,28,4,1045,31,2014
Key Run Blocks,28,5,4318,31,2017
Key Run Blocks,28,6,1669,29,2016
Key Run Blocks,28,7,1078,28,2014
Key Run Blocks,28,8,352,28,2016
Key Run Blocks,28,9,1133,23,2017
Key Run Blocks,28,10,1841,20,2014
Key Run Blocks,28,11,2094,20,2016
Key Run Blocks,28,12,462,19,2014
Key Run Blocks,28,13,507,19,2016
Key Run Blocks,28,14,1181,18,2014
Key Run Blocks,28,15,797,13,2017
Key Run Blocks,28,16,3589,11,2017
Key Run Blocks,28,17,5241,11,2017
Key Run Blocks,28,18,2720,6,2015
Key Run Blocks,28,19,1434,5,2015
Key Run Blocks,28,20,753,5,2016
Key Run Blocks,28,21,457,2,2017
Key Run Blocks,28,22,3350,2,2017
Key Run Blocks,28,23,3361,2,2017
Key Run Blocks,28,24,2026,1,2014
Key Run Blocks,28,25,2503,1,2015
Key Run Blocks,28,26,4427,1,2016
Key Run Opportunities,28,0,3531,224,2017
Key Run Opportunities,28,1,2668,172,2016
Key Run Opportunities,28,2,1573,145,2017
Key Run Opportunities,28,3,336,130,2015
Key Run Opportunities,28,4,4318,112,2017
Key Run Opportunities,28,5,1133,91,2017
Key Run Opportunities,28,6,1669,90,2016
Key Run Opportunities,28,7,1078,75,2014
Key Run Opportunities,28,8,1181,75,2014
Key Run Opportunities,28,9,352,75,2016
Key Run Opportunities,28,10,1045,72,2014
Key Run Opportunities,28,11,462,67,2014
Key Run Opportunities,28,12,2094,65,2016
Key Run Opportunities,28,13,507,63,2016
Key Run Opportunities,28,14,1841,62,2014
Key Run Opportunities,28,15,5241,62,2017
Key Run Opportunities,28,16,3589,56,2017
Key Run Opportunities,28,17,797,55,2017
Key Run Opportunities,28,18,2720,28,2015
Key Run Opportunities,28,19,1434,22,2015
Key Run Opportunities,28,20,753,13,2016
Key Run Opportunities,28,21,3361,12,2017
Key Run Opportunities,28,22,4427,7,2016
Key Run Opportunities,28,23,2026,4,2014
Key Run Opportunities,28,24,2503,4,2015
Key Run Opportunities,28,25,392,4,2016
Key Run Opportunities,28,26,3350,4,2017
Key Run Opportunities,28,27,5113,4,2017
Key Run Opportunities,28,28,757,3,2014
Key Run Opportunities,28,29,457,3,2017
Key Run Opportunities,28,30,5152,3,2017
Key Run Opportunities,28,31,1362,1,2014
Pancake Blocks,28,0,1573,15,2017
Pancake Blocks,28,1,3531,3,2017
Pancake Blocks,28,2,1045,2,2014
Pancake Blocks,28,3,1078,1,2014
Pancake Blocks,28,4,352,1,2016
Pancake Blocks,28,5,2668,1,2016
Passes Defensed,28,0,445,45,2017
Passes Defensed,28,1,1289,42,2017
Passes Defensed,28,2,1519,38,2017
Passes Defensed,28,3,1787,26,2017
Passes Defensed,28,4,291,23,2017
Passes Defensed,28,5,385,19,2017
Passes Defensed,28,6,1679,9,2015
Passes Defensed,28,7,1024,8,2017
Passes Defensed,28,8,99,6,2014
Passes Defensed,28,9,410,6,2015
Passes Defensed,28,10,1014,6,2015
Passes Defensed,28,11,2308,5,2016
Passes Defensed,28,12,3004,4,2017
Passes Defensed,28,13,659,3,2014
Passes Defensed,28,14,400,3,2015
Passes Defensed,28,15,1341,3,2015
Passes Defensed,28,16,1398,3,2017
Passes Defensed,28,17,368,2,2015
Passes Defensed,28,18,871,2,2015
Passes Defensed,28,19,3795,1,2015
Passes Defensed,28,20,302,1,2016
Passes Defensed,28,21,3152,1,2016
Passes Defensed,28,22,865,1,2017
Passes Defensed,28,23,1032,1,2017
Passes Defensed,28,24,1232,1,2017
Passes Defensed,28,25,1340,1,2017
Passes Defensed,28,26,1780,1,2017
Punt Return Yards,28,0,1442,705,2016
Punt Return Yards,28,1,971,312,2015
Punt Return Yards,28,2,1398,296,2017
Punt Return Yards,28,3,1679,80,2015
Punt Return Yards,28,4,385,24,2017
Punt Return Yards,28,5,1014,8,2015
Kickoff Return Yards,28,0,1398,905,2017
Kickoff Return Yards,28,1,1679,898,2015
Kickoff Return Yards,28,2,1014,483,2015
Kickoff Return Yards,28,3,5103,446,2017
Kickoff Return Yards,28,4,971,198,2015
Kickoff Return Yards,28,5,2446,75,2016
Kickoff Return Yards,28,6,865,55,2017
Kickoff Return Yards,28,7,1585,20,2017
Kickoff Return TDs,28,0,1679,1,2015
Points Scored,28,0,630,375,2016
Points Scored,28,1,1739,222,2017
Points Scored,28,2,547,186,2017
Points Scored,28,3,5282,106,2017
Points Scored,28,4,1573,60,2017
Points Scored,28,5,452,54,2016
Points Scored,28,6,4075,54,2017
Points Scored,28,7,445,30,2017
Points Scored,28,8,714,30,2017
Points Scored,28,9,1434,24,2015
Points Scored,28,10,499,18,2014
Points Scored,28,11,1397,18,2014
Points Scored,28,12,1816,18,2016
Points Scored,28,13,1069,18,2017
Points Scored,28,14,89,12,2014
Points Scored,28,15,1686,12,2015
Points Scored,28,16,1415,12,2016
Points Scored,28,17,2446,12,2016
Points Scored,28,18,2456,12,2016
Points Scored,28,19,1519,12,2017
Points Scored,28,20,1787,12,2017
Points Scored,28,21,385,8,2017
Points Scored,28,22,971,6,2015
Points Scored,28,23,1014,6,2015
Points Scored,28,24,1679,6,2015
Points Scored,28,25,3437,6,2015
Points Scored,28,26,753,6,2016
Points Scored,28,27,1442,6,2016
Points Scored,28,28,1546,6,2016
Points Scored,28,29,650,6,2017
Points Scored,28,30,1232,6,2017
Points Scored,28,31,1289,6,2017
Points Scored,28,32,1593,6,2017
Points Scored,28,33,3361,6,2017
Points Scored,28,34,2929,2,2015
Yards from Scrimmage,28,0,1739,6668,2017
Yards from Scrimmage,28,1,547,5001,2017
Yards from Scrimmage,28,2,452,1312,2016
Yards from Scrimmage,28,3,1573,1121,2017
Yards from Scrimmage,28,4,4075,842,2017
Yards from Scrimmage,28,5,499,743,2014
Yards from Scrimmage,28,6,1434,734,2015
Yards from Scrimmage,28,7,1397,623,2014
Yards from Scrimmage,28,8,714,586,2017
Yards from Scrimmage,28,9,1442,465,2016
Yards from Scrimmage,28,10,971,431,2015
Yards from Scrimmage,28,11,1546,429,2016
Yards from Scrimmage,28,12,3361,341,2017
Yards from Scrimmage,28,13,1816,323,2016
Yards from Scrimmage,28,14,1593,312,2017
Yards from Scrimmage,28,15,1686,311,2015
Yards from Scrimmage,28,16,5103,272,2017
Yards from Scrimmage,28,17,104,224,2015
Yards from Scrimmage,28,18,753,168,2016
Yards from Scrimmage,28,19,1069,167,2017
Yards from Scrimmage,28,20,2456,161,2016
Yards from Scrimmage,28,21,3211,153,2017
Yards from Scrimmage,28,22,1585,124,2017
Yards from Scrimmage,28,23,89,113,2014
Yards from Scrimmage,28,24,94,99,2017
Yards from Scrimmage,28,25,3350,86,2017
Yards from Scrimmage,28,26,457,74,2017
Yards from Scrimmage,28,27,3437,57,2015
Yards from Scrimmage,28,28,2026,45,2014
Yards from Scrimmage,28,29,2446,31,2016
Yards from Scrimmage,28,30,1731,23,2016
Yards from Scrimmage,28,31,269,14,2014
Yards from Scrimmage,28,32,1362,8,2014
All-Purpose Yards,28,0,1739,6668,2017
All-Purpose Yards,28,1,547,5001,2017
All-Purpose Yards,28,2,452,1312,2016
All-Purpose Yards,28,3,1398,1201,2017
All-Purpose Yards,28,4,1442,1170,2016
All-Purpose Yards,28,5,1573,1121,2017
All-Purpose Yards,28,6,1679,978,2015
All-Purpose Yards,28,7,971,941,2015
All-Purpose Yards,28,8,4075,842,2017
All-Purpose Yards,28,9,499,743,2014
All-Purpose Yards,28,10,1434,734,2015
All-Purpose Yards,28,11,5103,718,2017
All-Purpose Yards,28,12,1397,623,2014
All-Purpose Yards,28,13,714,586,2017
All-Purpose Yards,28,14,1014,508,2015
All-Purpose Yards,28,15,1546,429,2016
All-Purpose Yards,28,16,3361,351,2017
All-Purpose Yards,28,17,445,326,2017
All-Purpose Yards,28,18,1816,323,2016
All-Purpose Yards,28,19,1593,312,2017
All-Purpose Yards,28,20,1686,311,2015
All-Purpose Yards,28,21,1519,301,2017
All-Purpose Yards,28,22,104,224,2015
All-Purpose Yards,28,23,1289,189,2017
All-Purpose Yards,28,24,1069,169,2017
All-Purpose Yards,28,25,753,168,2016
All-Purpose Yards,28,26,2456,161,2016
All-Purpose Yards,28,27,3211,153,2017
All-Purpose Yards,28,28,2446,146,2016
All-Purpose Yards,28,29,1585,144,2017
All-Purpose Yards,28,30,89,115,2014
All-Purpose Yards,28,31,94,99,2017
All-Purpose Yards,28,32,3350,86,2017
All-Purpose Yards,28,33,1787,75,2017
All-Purpose Yards,28,34,457,74,2017
All-Purpose Yards,28,35,385,69,2017
All-Purpose Yards,28,36,865,66,2017
All-Purpose Yards,28,37,650,65,2017
All-Purpose Yards,28,38,1232,61,2017
All-Purpose Yards,28,39,3437,57,2015
All-Purpose Yards,28,40,2026,45,2014
All-Purpose Yards,28,41,1415,39,2016
All-Purpose Yards,28,42,1731,23,2016
All-Purpose Yards,28,43,1780,22,2017
All-Purpose Yards,28,44,1024,19,2017
All-Purpose Yards,28,45,1495,16,2017
All-Purpose Yards,28,46,269,14,2014
All-Purpose Yards,28,47,410,9,2015
All-Purpose Yards,28,48,4574,9,2017
All-Purpose Yards,28,49,1362,8,2014
All-Purpose Yards,28,50,1181,5,2014
All-Purpose Yards,28,51,2308,5,2016
All-Purpose Yards,28,52,99,2,2014
All-Purpose Yards,28,53,1669,2,2016
Games Started,28,0,445,64,2017
Games Started,28,1,547,64,2017
Games Started,28,2,650,64,2017
Games Started,28,3,1739,61,2017
Games Started,28,4,1787,61,2017
Games Started,28,5,1032,59,2017
Games Started,28,6,1232,59,2017
Games Started,28,7,1289,56,2017
Games Started,28,8,1519,56,2017
Games Started,28,9,3531,48,2017
Games Started,28,10,1573,47,2017
Games Started,28,11,385,42,2017
Games Started,28,12,104,32,2015
Games Started,28,13,2668,32,2016
Games Started,28,14,291,32,2017
Games Started,28,15,1434,31,2015
Games Started,28,16,871,27,2015
Games Started,28,17,452,21,2016
Games Started,28,18,1669,21,2016
Games Started,28,19,3211,19,2017
Games Started,28,20,4318,19,2017
Games Started,28,21,753,18,2016
Games Started,28,22,3361,18,2017
Games Started,28,23,1780,17,2017
Games Started,28,24,99,16,2014
Games Started,28,25,462,16,2014
Games Started,28,26,1045,16,2014
Games Started,28,27,1181,16,2014
Games Started,28,28,336,16,2015
Games Started,28,29,368,16,2015
Games Started,28,30,410,16,2015
Games Started,28,31,797,16,2017
Games Started,28,32,1133,16,2017
Games Started,28,33,5241,16,2017
Games Started,28,34,507,15,2016
Games Started,28,35,3589,15,2017
Games Started,28,36,499,14,2014
Games Started,28,37,1078,14,2014
Games Started,28,38,1024,14,2017
Games Started,28,39,1841,13,2014
Games Started,28,40,352,13,2016
Games Started,28,41,2094,13,2016
Games Started,28,42,94,13,2017
Games Started,28,43,714,13,2017
Games Started,28,44,1398,12,2017
Games Started,28,45,3004,12,2017
Games Started,28,46,1014,11,2015
Games Started,28,47,659,9,2014
Games Started,28,48,1679,9,2015
Games Started,28,49,1507,8,2016
Games Started,28,50,2308,6,2016
Games Started,28,51,1303,5,2016
Games Started,28,52,1546,5,2016
Games Started,28,53,1816,5,2016
Games Started,28,54,239,4,2014
Games Started,28,55,2026,4,2014
Games Started,28,56,400,4,2015
Games Started,28,57,1340,4,2017
Games Started,28,58,3030,4,2017
Games Started,28,59,1341,3,2015
Games Started,28,60,2720,3,2015
Games Started,28,61,603,3,2016
Games Started,28,62,1442,3,2016
Games Started,28,63,865,3,2017
Games Started,28,64,4075,3,2017
Games Started,28,65,89,2,2014
Games Started,28,66,1686,2,2015
Games Started,28,67,3152,2,2016
Games Started,28,68,4427,2,2016
Games Started,28,69,1593,2,2017
Games Started,28,70,2877,2,2017
Games Started,28,71,3350,2,2017
Games Started,28,72,5103,2,2017
Games Started,28,73,2503,1,2015
Games Started,28,74,2987,1,2015
Games Started,28,75,2456,1,2016
Games Started,28,76,457,1,2017
Quarterback Rating,29,0,104,804,2017
Pass Attempts,29,0,104,1016,2017
Pass Attempts,29,1,164,613,2016
Pass Attempts,29,2,9,564,2014
Pass Attempts,29,3,4866,2,2017
Pass Completions,29,0,104,659,2017
Pass Completions,29,1,164,406,2016
Pass Completions,29,2,9,370,2014
Pass Completions,29,3,4866,2,2017
Completion Percentage,29,0,104,649,2017
Passing Yards,29,0,104,6862,2017
Passing Yards,29,1,9,4695,2014
Passing Yards,29,2,164,4341,2016
Passing Yards,29,3,4866,5,2017
Yards per Pass Attempt,29,0,104,675,2017
Passing Touchdowns,29,0,9,41,2014
Passing Touchdowns,29,1,104,37,2017
Passing Touchdowns,29,2,164,27,2016
Times Sacked,29,0,104,89,2017
Times Sacked,29,1,9,33,2014
Times Sacked,29,2,164,31,2016
Times Sacked,29,3,4866,1,2017
300 Yards Passing,29,0,9,7,2014
300 Yards Passing,29,1,104,4,2017
300 Yards Passing,29,2,164,3,2016
Rushing Attempts,29,0,4090,554,2017
Rushing Attempts,29,1,1788,384,2015
Rushing Attempts,29,2,686,340,2015
Rushing Attempts,29,3,1721,114,2016
Rushing Attempts,29,4,1272,105,2017
Rushing Attempts,29,5,734,61,2016
Rushing Attempts,29,6,164,54,2016
Rushing Attempts,29,7,104,33,2017
Rushing Attempts,29,8,9,31,2014
Rushing Attempts,29,9,510,19,2014
Rushing Attempts,29,10,727,14,2017
Rushing Attempts,29,11,4947,14,2017
Rushing Attempts,29,12,945,6,2017
Rushing Attempts,29,13,1644,6,2017
Rushing Attempts,29,14,4086,3,2017
Rushing Attempts,29,15,2500,1,2015
Rushing Yards,29,0,4090,2068,2017
Rushing Yards,29,1,686,1236,2015
Rushing Yards,29,2,1788,1197,2015
Rushing Yards,29,3,1721,402,2016
Rushing Yards,29,4,1272,355,2017
Rushing Yards,29,5,164,245,2016
Rushing Yards,29,6,734,222,2016
Rushing Yards,29,7,9,189,2014
Rushing Yards,29,8,104,103,2017
Rushing Yards,29,9,4947,44,2017
Rushing Yards,29,10,945,33,2017
Rushing Yards,29,11,510,29,2014
Rushing Yards,29,12,1644,9,2017
Rushing Yards,29,13,4086,8,2017
Rushing Yards,29,14,727,7,2017
Rushing Yards,29,15,2500,1,2015
Yards per Carry,29,0,4090,373,2017
Rushing Touchdowns,29,0,4090,12,2017
Rushing Touchdowns,29,1,1788,6,2015
Rushing Touchdowns,29,2,686,5,2015
Rushing Touchdowns,29,3,1272,5,2017
Rushing Touchdowns,29,4,9,1,2014
Rushing Touchdowns,29,5,510,1,2014
Rushing Touchdowns,29,6,164,1,2016
Rushing Touchdowns,29,7,734,1,2016
Rushing Touchdowns,29,8,1721,1,2016
100 Yards Rushing,29,0,4090,6,2017
100 Yards Rushing,29,1,1788,3,2015
100 Yards Rushing,29,2,686,1,2015
Receptions,29,0,1644,345,2017
Receptions,29,1,945,304,2017
Receptions,29,2,242,160,2017
Receptions,29,3,4090,123,2017
Receptions,29,4,354,79,2015
Receptions,29,5,1788,70,2015
Receptions,29,6,2583,45,2016
Receptions,29,7,3417,40,2017
